game,outcome,end_reason,n_moves,loss,steps,timestamp,moves
319,W,material_adjudication_moderate,117,1.024227,1595,2026-09-04 06:05:37,h2h4 b7b6 c2c3 e7e6 b2b4 e6e5 h4h5 d7d6 c1a3 f7f5 c3c4 e8e7 h1h2 g7g6 d2d3 g8f6 b1d2 f6h5 g1h3 a7a5 h3g5 e7e8 d1c1 e5e4 f2f3 e4e3 d2b3 d8d7 g5h7 a5b4 f3f4 b8a6 h2h1 f8g7 h1h5 g6h5 a3b4 c8b7 h7g5 g7f6 a2a3 c7c6 c1b1 c6c5 b4d2 e3d2 e1d2 f6g5 f4g5 h5h4 b1b2 h8f8 d2e1 f5f4 a1d1 b6b5 e1d2 b5b4 a3a4 f4f3 e2f3 e8d8 d3d4 c5d4 b2d4 f8f5 d4e3 a6c5 e3f2 a8a6 f3f4 b7d5 c4d5 h4h3 f1a6 f5d5 d2e2 c5b3 d1d5 h3g2 f2g2 d7f7 e2f1 b3c5 d5c5 d6c5 f4f5 d8e7 f1f2 f7f5 f2g3 f5c2 g2f3 b4b3 f3e3 e7f8 g3h4 c2b2 a4a5 b2d4 e3d4 c5d4 a6d3 b3b2 d3b1 d4d3 b1a2 b2b1q a2b1 d3d2 b1c2 f8g7 h4h5 g7h8 c2d1 h8h7 a5a6
320,W,value_resign,66,1.062767,1600,2026-09-04 06:05:38,e2e3 a7a5 d1h5 e7e6 e1e2 b8c6 d2d3 f8e7 h2h4 b7b5 g2g4 c6b8 e3e4 c8b7 c2c4 e6e5 b1d2 g7g6 h5e5 h7h5 d2b1 b7c8 f2f3 g8h6 f1h3 b8c6 e5h8 h6g8 g4h5 c6b4 e4e5 d7d5 e5d6 g6h5 d6e7 d8d4 h8d4 c8d7 d4d5 b4d5 c1g5 b5b4 d3d4 d5b6 a2a3 b4a3 a1a3 f7f6 b1c3 f6g5 h4g5 a8c8 c3b5 b6c4 b5c3 c4d6 h3d7 e8d7 c3d1 g8e7 e2f1 d7e6 h1h5 c8d8 b2b4 a5b4
321,B,material_adjudication_moderate,94,1.138352,1605,2026-09-04 06:06:07,e2e3 a7a5 b1a3 f7f6 g2g3 e7e5 f1b5 b8c6 d1h5 e8e7 a3b1 d7d5 h5f5 c8f5 f2f3 d5d4 f3f4 f5g4 g1f3 e7e8 f3e5 g4f5 b5c6 f5d7 c6d7 e8e7 d7e6 f6e5 b2b3 d8d5 e6d5 c7c6 e3d4 g8f6 f4f5 c6d5 b1a3 a5a4 h1f1 f6e4 d2d3 e5d4 d3e4 d5e4 b3a4 a8c8 a4a5 g7g6 g3g4 g6f5 g4f5 f8h6 c2c3 e7e8 c3d4 h8g8 a3c2 h6c1 d4d5 c8c2 h2h3 c2c4 a1c1 c4c1 e1e2 c1c4 f1f3 e4f3 e2f3 c4d4 h3h4 h7h5 a5a6 b7a6 a2a3 e8f7 a3a4 d4e4 f3e4 g8h8 a4a5 h8d8 e4e5 d8a8 d5d6 a8b8 e5d4 b8c8 d4d3 c8d8 d3d4 d8d6 d4c3 d6d8
322,W,material_adjudication_moderate,92,1.080715,1610,2026-09-04 06:07:15,e2e3 a7a5 b1a3 f7f6 g2g3 e7e6 b2b3 e6e5 f1e2 g8e7 f2f4 e7c6 f4e5 f6e5 e2c4 f8a3 e1e2 h8g8 g1f3 a3c5 c4b5 a8a7 f3g1 e5e4 b5c4 c5f8 c4g8 f8c5 g8e6 d7e6 d1f1 a7a8 a2a4 d8d7 c1b2 g7g5 c2c3 b7b6 g3g4 e8d8 f1f6 d8e8 f6g5 c8b7 g5f4 c6a7 d2d4 e4d3 e2e1 c7c6 f4e5 h7h6 g1f3 a7c8 h2h4 b8a6 h1h3 d3d2 e1d1 c5e3 e5e3 c6c5 e3d2 b7f3 d1e1 f3c6 c3c4 a6c7 d2d7 e8d7 e1d2 c8d6 g4g5 c6b7 g5g6 a8h8 b2h8 d6f5 h8b2 c7d5 c4d5 b7d5 g6g7 f5g3 a1a2 d7e7 d2e1 g3e4 b2a3 e7f7 e1d1 d5b3
323,D,rule_draw,146,0.999326,1615,2026-09-04 06:08:21,a2a3 c7c5 d2d4 c5d4 e2e4 d4e3 h2h4 g8f6 a3a4 f6g4 c1e3 f7f6 e1e2 d7d6 c2c3 e8d7 e2e1 d6d5 a4a5 b7b6 h1h2 e7e5 f1e2 g4e3 f2e3 d7d6 g2g4 g7g5 e2b5 g5h4 g1f3 a7a6 h2h4 a6b5 e3e4 h7h6 e4d5 f8e7 g4g5 e5e4 g5h6 e4f3 d1f3 h8h6 h4h6 a8a5 f3e4 c8d7 e4d4 d6c7 h6h7 b8a6 a1a5 b6a5 e1d2 d8g8 h7e7 g8g2 e7e2 g2g5 e2e3 a6b8 d2e2 g5g4 d4g4 d7g4 e2f2 g4c8 e3f3 b8d7 b1a3 c7d8 a3b5 a5a4 b5a7 a4a3 b2a3 c8b7 a3a4 b7d5 c3c4 d5f3 f2f3 d7b6 f3g2 b6c4 g2f1 d8c7 a4a5 c7b7 a7b5 b7a6 b5d6 c4d6 f1e2 d6e8 e2f3 f6f5 f3f4 e8d6 f4e5 f5f4 e5f4 d6b5 f4e5 b5c3 e5d4 c3d1 d4d3 d1f2 d3e2 f2e4 e2d3 e4f6 d3c3 f6g4 c3d3 g4f2 d3e2 f2g4 e2d3 g4f2 d3e2 f2g4 e2d3 g4f2 d3e2 f2g4 e2d3 g4h2 d3e2 a6b7 a5a6 b7b8 e2d2 b8a7 d2e2 h2g4 e2d3 g4f6 d3d4 a7b6 a6a7 b6b7 a7a8q b7a8
324,W,material_adjudication,78,1.127603,1620,2026-09-04 06:12:13,e2e3 a7a5 b1a3 e7e6 e3e4 f7f6 f1d3 g8h6 d1e2 c7c6 g2g3 a8a6 a3b1 h6g8 b2b3 h7h6 e2f1 f6f5 c2c3 c6c5 d3a6 f5e4 f1e2 h6h5 b1a3 g7g5 f2f3 d8e7 e1f2 e8d8 e2c4 b8a6 f3f4 b7b6 f4g5 a6c7 c1b2 d7d5 c4f1 c8b7 d2d4 e4d3 g1f3 a5a4 f1g2 f8g7 b3a4 c5c4 a4a5 b6a5 h1e1 e6e5 f2g1 a5a4 a3b1 e7f8 g2f2 e5e4 f3d4 g8e7 b2a3 b7c8 b1d2 c8d7 f2e3 h5h4 g3h4 h8h4 g1g2 e7g6 a3f8 g7d4 c3d4 d7c6 a1d1 h4h3 e3g1 e4e3
325,W,material_adjudication_moderate,80,1.038109,1625,2026-09-04 06:13:24,e2e3 a7a5 b1a3 e7e6 e3e4 b8c6 g2g4 g8h6 d2d4 g7g5 c1g5 h6g4 d4d5 e6d5 f1d3 g4h6 g5d8 c6d4 g1f3 d4f3 e1f1 b7b6 d8f6 f8a3 b2a3 c7c5 h1g1 c8a6 g1g5 b6b5 d1f3 d5e4 f3e2 c5c4 c2c3 c4d3 e2d2 a8c8 h2h4 e4e3 d2e3 e8f8 f2f4 h6g4 e3c1 h8g8 g5f5 h7h6 c1d2 g4f6 a1d1 g8g4 d1e1 d7d5 f5f6 g4h4 f6a6 f7f5 d2d1 c8a8 d1d2 a8a6 d2e3 d5d4 c3d4 a6b6 e3e5 h4h5 e1d1 d3d2 d1d2 f8f7 d2b2 b6e6 e5b5 f7f8 d4d5 e6d6 b2b1 d6b6
326,B,material_adjudication,71,1.037414,1630,2026-09-04 06:14:07,h2h4 b7b6 b2b3 c7c6 h4h5 g8h6 f2f4 f7f6 c2c3 a7a5 e1f2 e7e5 f2e1 b6b5 b3b4 e8e7 f4e5 d7d6 d2d4 a5b4 e5e6 h8g8 d1d2 a8a7 c1b2 c6c5 c3b4 d6d5 e2e4 c5d4 e4d5 d8d5 b2a3 c8e6 d2b2 b8c6 f1e2 c6b4 e2b5 d5d8 b1d2 e6d5 g1f3 d8a5 b2b4 a5b4 a3b4 e7d8 a1b1 f8b4 b1b4 h6f5 g2g3 a7a2 h5h6 f5g3 h6g7 g3h1 b4b3 d5b3 d2b3 h7h5 b3d4 g8g7 b5a4 a2a4 e1d1 a4a6 f3h2 a6a5 d1e2
327,B,value_resign,30,1.127088,1635,2026-09-04 06:15:18,a2a3 g8f6 a3a4 e7e6 f2f3 g7g6 b1c3 f6e4 e2e3 e4c3 b2c3 g6g5 f3f4 a7a5 f4g5 d7d6 d2d3 e8d7 e3e4 e6e5 d1g4 d7c6 g5g6 f7g6 h2h4 c8g4 f1e2 g4e2 d3d4 e2g4
328,W,value_resign,37,1.076551,1640,2026-09-04 06:15:48,b1a3 e7e6 g1h3 h7h5 g2g3 f7f5 f1g2 f8a3 b2a3 b7b6 d2d3 d8f6 g2e4 g7g6 c1g5 f5e4 g5f6 g8f6 d3e4 f6e4 c2c3 b8a6 d1d4 g6g5 d4e4 c8b7 e4g6 e8d8 h1f1 h8g8 g6g8 d8e7 g8g5 e7f8 g5d2 f8e7 a1b1
329,B,material_adjudication_moderate,76,1.036614,1645,2026-09-04 06:16:46,e2e3 g7g6 f2f4 b8a6 h2h3 g8h6 e1e2 b7b6 h3h4 e7e6 a2a4 f8b4 b2b3 h6f5 b1c3 b4c3 a1b1 f5h6 d2c3 f7f6 a4a5 h6g8 b1a1 e6e5 g1h3 c8b7 e2d2 d8c8 f1a6 b7g2 a6c8 g2h1 a5a6 a8c8 f4e5 h1c6 c1b2 f6e5 d1e2 e8d8 c3c4 g8f6 d2c1 d8e7 e2d1 c6f3 d1f3 e5e4 f3d1 h8g8 h3g5 h7h6 d1d2 h6g5 h4g5 f6h5 d2d1 c7c6 b2d4 c6c5 d4c3 h5g3 c3b2 d7d5 d1d5 g8d8 d5e5 e7f7 a1a3 d8e8 e5d5 f7e7 c1d2 c8d8 a3a4 d8d5
330,W,material_adjudication,68,1.075307,1650,2026-09-04 06:16:47,a2a3 c7c6 h2h4 d8c7 d2d4 g8f6 h1h3 c7d6 e1d2 d6d5 h3b3 d5f5 h4h5 g7g5 b3b6 e7e6 e2e4 f5f3 g2f3 g5g4 e4e5 d7d6 b6b7 f6d5 b7a7 f7f6 f1c4 f8g7 h5h6 d5b4 c2c3 d6d5 h6g7 h8g8 d2e3 a8a7 a3b4 a7a1 c4e2 g4f3 g1f3 h7h6 d1d3 g8g7 e5f6 g7g6 c1d2 c8a6 b4b5 c6b5 c3c4 b5c4 d3c2 g6f6 b2b3 f6f8 c2b2 c4c3 b1c3 a1a5 b2c1 a5a2 c3a2 b8d7 e2d1 d7f6 f3h2 a6b5
331,W,value_resign,63,1.049477,1655,2026-09-04 06:16:48,b1a3 e7e6 b2b4 d7d6 f2f3 g7g5 e2e3 a7a6 c1b2 h7h5 b2h8 b7b6 g2g3 a8a7 d1e2 b6b5 g3g4 f7f5 a3b5 a6b5 e2b5 c7c6 b5b8 a7a8 b8a8 c8b7 a8a7 d8c8 g4f5 g8h6 e1e2 c8a8 c2c3 a8a7 h2h4 h6f5 h4g5 f5g3 e2f2 g3h1 f2g2 c6c5 g2h1 e6e5 f1b5 e8e7 b4c5 e7e6 c5c6 b7c6 b5c6 a7c7 f3f4 c7c6 g1f3 e5e4 f3d4 e6d7 d4c6 d7c6 a1b1 c6c5 b1a1
332,B,material_adjudication,71,1.050554,1660,2026-09-04 06:17:30,a2a3 c7c6 d2d3 d8c7 b2b3 d7d5 g2g4 f7f5 a3a4 g8f6 e2e4 f5f4 b1d2 g7g5 e4d5 c8g4 f1e2 g4e2 g1e2 f4f3 h2h3 f6d5 c1b2 c7b6 b2h8 f3e2 d2c4 e2d1q e1d1 b6c5 h8b2 d5f4 b2a3 c5f5 h1h2 e7e5 c4d2 f8a3 a1a3 b8a6 a4a5 a6c7 c2c4 h7h6 h2h1 f5e6 f2f3 e6f5 h1f1 f4d3 h3h4 g5g4 f3g4 f5e6 g4g5 c7d5 c4d5 e6d5 d2e4 c6c5 d1e2 d3f4 f1f4 e5f4 e4c5 d5c5 g5h6 c5a3 e2e1 a3e7 e1f1
333,W,checkmate,13,1.028610,1665,2026-09-04 06:19:48,e2e3 g7g6 d2d3 e7e6 b1a3 f7f5 b2b4 f8b4 c1d2 a7a6 d2b4 g6g5 d1h5
334,W,material_adjudication,88,1.106736,1670,2026-09-04 06:20:46,b1a3 h7h5 b2b4 d7d5 g1f3 b7b6 a1b1 a7a6 c2c3 e8d7 d1c2 e7e5 d2d4 f7f6 d4e5 a6a5 c1d2 d7e7 e2e4 c7c6 e4d5 f6e5 a3b5 e5e4 d5c6 e7e8 f1e2 e4f3 e2f3 b8c6 c2g6 e8e7 h1g1 c8b7 h2h4 c6e5 f3b7 e5g6 b7a8 g6h4 a8f3 h4g6 a2a4 h5h4 b1d1 g6f4 b5a7 a5b4 c3b4 d8b8 g2g3 b8a7 g3f4 e7d6 g1f1 d6c7 f4f5 a7a4 f5f6 c7d6 f6g7 a4e8 f3e2 f8g7 f1g1 e8e7 d2g5 d6c7 g5e7 g7f6 e7f6 g8f6 g1g4 f6g4 e2g4 h8f8 g4h3 f8d8 d1c1 c7d6 e1f1 d8c8 c1c8 d6e7 c8c4 e7f6 c4d4 f6e5
335,W,material_adjudication_moderate,106,1.086276,1675,2026-09-04 06:21:01,e2e3 a7a5 f1b5 h7h5 b5a6 f7f5 f2f3 b7b5 g2g3 e8f7 a6b5 c7c5 c2c3 d8c7 d1c2 b8c6 b5c6 d7d6 b2b4 c7c6 d2d3 g7g5 e3e4 a5b4 a2a3 c6d5 c3b4 d5b7 b4c5 f7e6 c1g5 f5e4 f3e4 h5h4 g3h4 d6c5 h2h3 a8b8 b1c3 b7c7 c2d2 c5c4 e1d1 c4d3 a1b1 g8h6 d2d3 c7d8 d3d8 h6g8 d1c2 c8d7 b1b2 b8d8 b2b1 d7e8 g5c1 d8d7 g1e2 h8h4 e2g3 h4e4 c3e4 g8f6 e4c5 e6f7 h3h4 e7e6 c5d7 f6d7 b1b2 f8c5 g3f1 c5a3 c1f4 d7f6 f1d2 a3b2 d2f3 b2a1 h1a1 f6e4 c2b3 f7g7 f3e5 g7f8 a1b1 e4d2 b3b2 d2b1 b2b1 f8e7 b1a2 e7f8 a2a3 f8e7 a3b4 e7f8 b4a5 e8h5 a5a6 h5d1 a6a7 d1a4 e5g4 f8e8
336,W,material_adjudication_moderate,104,1.139734,1680,2026-09-04 06:21:02,e2e3 g7g6 b1a3 g6g5 a3b1 f8g7 g1h3 e7e6 g2g3 b8a6 f1b5 b7b6 f2f4 g7f6 f4g5 f6e7 d1h5 e6e5 b5a6 g8f6 g5f6 c8a6 h3f4 e8f8 f4e6 f7e6 f6e7 d8e7 d2d4 a6b7 e1g1 f8g7 d4e5 h8d8 g1f2 a7a5 f1d1 b7c6 c2c4 d8c8 h5h4 e7h4 g3h4 g7g6 a2a4 a8b8 b1d2 d7d5 e5d6 c7d6 d2b3 d6d5 d1d4 e6e5 d4d5 c6d5 c4d5 b6b5 a4b5 a5a4 c1d2 a4b3 a1b1 c8f8 f2g3 f8f6 e3e4 b8f8 d2e3 f6f7 b5b6 f7b7 g3g4 b7b6 e3b6 f8f6 h4h5 g6f7 h2h4 h7h6 b6a5 f7g8 b1a1 f6a6 d5d6 g8f8 g4f3 a6a5 a1a5 f8e8 f3f2 e8d7 a5d5 d7e6 f2g2 e6d7 g2g3 d7e6 d5d2 e6f6 d2d3 f6e6 g3f2 e6d7
337,W,material_adjudication,66,1.086036,1685,2026-09-04 06:21:29,a2a3 c7c6 d2d3 d8b6 c1g5 d7d6 c2c4 b6c7 f2f3 f7f6 g5c1 c8g4 b2b4 c7a5 e1f2 e7e6 f3g4 a5h5 g1h3 e8d8 d1c2 h5g4 b4b5 d8d7 c4c5 c6b5 f2e3 g8e7 c2a2 b8c6 a2b2 e7d5 e3d2 g7g6 e2e4 f8h6 d2c2 d5b6 c5b6 h6c1 b2c1 g4h5 c2d2 a7a5 h3f4 h5c5 e4e5 d6e5 c1c5 e5f4 d2d1 a8b8 h2h3 f6f5 g2g4 f4f3 b1c3 d7e8 h3h4 e6e5 g4g5 b8c8 c3d5 c6d8 d5f6 e8f7
338,W,value_resign,37,1.001023,1690,2026-09-04 06:22:49,e2e4 b8c6 g2g4 g8h6 a2a4 f7f6 b1c3 b7b6 e4e5 c6b4 c3d5 b4d5 d2d3 h6g4 g1f3 d5f4 c1f4 d7d6 a4a5 e8d7 e5d6 e7d6 f1h3 g7g5 e1e2 f8g7 h3g4 d7e8 g4c8 d8d7 a5b6 g5f4 c8d7 e8f7 d1d2 a7b6 a1b1
339,B,checkmate,10,1.054768,1695,2026-09-04 06:23:15,d2d3 b7b6 g2g4 d7d6 b1d2 e7e5 b2b3 c8g4 f2f3 d8h4
340,B,value_resign,30,1.002715,1700,2026-09-04 06:23:44,e2e3 g7g6 f2f4 e7e5 g1e2 b8c6 e2d4 e5d4 f1d3 g8e7 h2h4 d7d6 e1e2 h7h5 b1a3 c8g4 e2f2 b7b5 a3b5 d6d5 e3e4 a8b8 d1f3 f8g7 b5d4 g4f3 b2b4 c6b4 f2f3 b8b7
341,B,value_resign,36,1.165465,1705,2026-09-04 06:24:14,h2h4 b7b6 b2b3 h7h5 a2a4 a7a5 c1b2 c8b7 b1c3 e7e5 c3d5 b7d5 a1c1 e8e7 c2c3 b6b5 a4b5 d8e8 e2e3 a5a4 d1e2 d5b3 c3c4 a4a3 g2g3 a3b2 h1h3 a8a1 b5b6 b3a2 c1a1 b2a1q e2d1 e5e4 f2f4 c7b6
342,B,material_adjudication,81,1.048923,1710,2026-09-04 06:24:28,e2e3 a7a5 b2b3 a5a4 f2f3 e7e6 e3e4 f8c5 b1a3 f7f5 g2g4 f5g4 g1e2 e8e7 f3f4 b7b6 a3b5 e6e5 c1b2 b8c6 a1b1 g8f6 b3a4 d7d5 d2d3 e5f4 e4d5 c6e5 b2e5 c8d7 e5f6 g7f6 d1c1 c7c6 b5c7 f4f3 c7a8 f3e2 d5c6 e2f1q h1f1 d7c6 c1d2 d8a8 b1b3 h7h6 c2c3 c6a4 f1f4 h8c8 d3d4 a4b3 a2b3 c5a3 e1e2 b6b5 f4g4 e7e8 d2c2 f6f5 g4g3 f5f4 g3f3 a8c6 d4d5 c6d6 f3d3 e8f8 c3c4 f4f3 d3f3 f8e8 c4b5 d6h2 e2e3 h2c2 b5b6 c8b8 b6b7 b8b7 f3f6
343,B,material_adjudication_moderate,119,1.062456,1715,2026-09-04 06:25:34,e2e3 g7g5 g1h3 e7e6 g2g3 g8e7 h3f4 e6e5 h2h3 e5f4 f1e2 h7h5 e3f4 b8c6 f4f5 b7b6 c2c3 d7d6 f5f6 c8d7 b1a3 c6a5 b2b4 d8c8 c3c4 a7a6 b4a5 g5g4 f2f3 e7g8 f3g4 h5g4 a3c2 d7c6 a5b6 c6h1 h3g4 c7b6 c1b2 h1c6 d1c1 e8d7 c2d4 d7e8 d4c6 c8c6 e2f3 c6f3 d2d3 f3g4 c1d2 a8a7 d2e3 e8d7 e3f4 g4f4 g3f4 d7e8 f4f5 g8f6 a1c1 f6d7 c4c5 b6c5 b2h8 d7e5 f5f6 a7b7 h8g7 b7d7 d3d4 c5d4 a2a4 e8d8 g7f8 d6d5 f8b4 e5c4 a4a5 d4d3 b4c3 d8c7 c1b1 c7d8 b1b3 d8c7 e1f1 d3d2 b3b1 d2d1q b1d1 c4e3 f1e1 e3d1 e1d1 c7b7 d1e1 b7b8 e1d2 b8a7 d2e1 d5d4 c3d4 d7d4 e1f1 d4e4 f1f2 e4a4 f2e3 a4a3 e3e4 a3a2 e4d3 a7a8 d3c3 a8a7 c3b3 a2f2 b3c3
344,B,value_resign,86,1.029853,1720,2026-09-04 06:25:35,e2e3 a7a5 c2c4 a8a7 g1e2 c7c5 b1c3 h7h5 d2d4 d7d6 a2a4 c8d7 e1d2 c5d4 e3e4 e7e5 c4c5 b7b6 f2f3 b6c5 a1a2 d8e7 c3d5 a7a8 d5e7 h8h6 g2g3 h6e6 a2a1 f8e7 a1b1 g7g5 e2g1 h5h4 f1b5 g5g4 g3h4 d7c6 b5c6 b8c6 d2d3 g4f3 g1f3 e7f8 d3e2 g8f6 f3d2 c5c4 h1f1 a8b8 b2b3 c4b3 e2f3 b3b2 c1b2 f8h6 b2a3 d6d5 b1b8 e8d7 f3e2 c6b8 d2f3 f6e4 e2d3 e4c3 d1c1 h6c1 a3c1 c3e4 f3g5 e6f6 g5e4 d5e4 d3d2 f6f1 d2e2 f1f5 c1b2 b8a6 b2d4 e5d4 e2e1 a6b4 e1e2 d7e6
345,W,value_resign,41,1.039985,1725,2026-09-04 06:26:11,h2h4 e7e5 b1a3 h7h5 a1b1 d7d5 e2e4 f8d6 b2b4 c8g4 b4b5 a7a6 d2d3 g4d1 f2f3 g7g6 a3c4 d6f8 g2g4 d5d4 c1g5 d8g5 h4g5 h8h7 b5a6 e8e7 f1h3 f8g7 a6b7 d1c2 b7a8q h5g4 e1f1 g4h3 c4a5 b8c6 a5c6 e7d7 b1b4 g7h8 f1e2
346,W,value_resign,67,1.205647,1730,2026-09-04 06:30:30,e2e3 a7a5 d2d3 g8h6 f2f4 f7f6 e3e4 b8a6 b2b3 a8b8 e1d2 b7b5 d3d4 f6f5 g1e2 d7d6 h1g1 b5b4 d4d5 h8g8 a2a3 f5e4 c2c4 a6c5 f4f5 g8h8 h2h3 b8b7 a3a4 e4e3 d2e3 c5a4 f5f6 g7g6 a1a4 c8d7 e3e4 h6f5 g2g3 e7f6 a4a5 c7c5 d5c6 d8c7 c6b7 c7a5 c1d2 f8g7 d2c1 e8e7 b7b8q h8b8 b1d2 f5e3 e4e3 d7c6 g3g4 d6d5 c4d5 c6d5 f1g2 a5a4 b3a4 b8c8 g4g5 f6g5 d1f1
347,B,checkmate,76,1.024835,1735,2026-09-04 06:30:44,e2e4 b8a6 g2g4 a8b8 d2d4 g8f6 f1e2 g7g5 b2b3 f8g7 b3b4 g7h6 b4b5 d7d6 b5a6 h6g7 h2h4 g5h4 e1f1 h7h5 a2a3 h5g4 c1g5 b7a6 g5h4 f6e4 e2d3 e4f2 f1f2 g7d4 f2f1 c7c5 c2c3 d4g1 h1g1 f7f6 c3c4 h8h4 g1h1 h4h1 f1g2 h1h4 g2g3 d6d5 d1c1 e8f8 g3h4 g4g3 c4d5 g3g2 c1c5 g2g1q c5g1 b8b6 g1g2 f6f5 b1c3 c8d7 a3a4 d8e8 d3b1 f5f4 b1e4 f4f3 g2f3 f8g7 f3f4 b6b3 f4f2 b3c3 a4a5 e8f8 f2g2 g7h8 a1c1 f8h6
348,W,value_resign,85,1.017455,1740,2026-09-04 06:31:39,h2h4 b8c6 b1a3 b7b5 c2c3 f7f6 a3b5 g8h6 f2f4 c8b7 e1f2 e8f7 b2b3 f7g6 d1c2 f6f5 f2f3 a7a5 e2e3 c6b8 f3e2 c7c5 g2g3 b7h1 g1f3 d8e8 f1h3 h6f7 c1b2 h8g8 c2d3 h1f3 e2f3 c5c4 d3c4 d7d5 c4c5 b8a6 c5b6 e7e6 b6a5 a6c5 a5c7 c5e4 h3g2 e8b5 c3c4 d5c4 b3c4 b5b2 a1b1 b2c2 g3g4 e6e5 f3e2 e4g5 g2a8 f7h8 h4g5 c2b1 g4f5 g6f5 c7e5 f5g4 e5d5 b1a2 d5g8 a2a8 g8h8 a8g2 e2e1 g2e4 h8f8 g4h5 f8g7 e4c4 g7h7 h5g4 d2d3 c4f7 h7f7 g4g3 f7h7 g3g2 h7h8
349,B,value_resign,57,1.138675,1745,2026-09-04 06:33:26,e2e3 a7a5 b2b3 e7e6 a2a4 e6e5 g2g3 b7b6 f2f3 e5e4 b1c3 d7d6 c3d5 c8b7 c2c4 b8d7 c1b2 g8f6 f1g2 e4f3 d5f6 g7f6 g2f3 d6d5 f3g2 f8g7 d2d3 d5c4 g2b7 c4b3 g3g4 h7h5 d1e2 h5g4 b7a8 d8a8 a1d1 a8h1 d1d2 h1h2 b2d4 h2e2 g1e2 c7c6 d4b6 d7b6 e3e4 c6c5 d2c2 b3c2 e2c3 h8f8 c3b5 b6a4 b5d6 e8e7 e1f1
350,W,value_resign,38,0.992240,1750,2026-09-04 06:33:54,h2h4 b7b6 b2b3 c7c6 c2c3 c8a6 g2g3 e7e6 h4h5 g8e7 d2d3 c6c5 c1d2 d7d6 f1g2 a6c4 d2f4 g7g6 d3c4 a7a6 g1f3 b8c6 e1f1 a8c8 h1h4 d8c7 h5h6 c7b8 b1d2 c6a7 d1b1 d6d5 f4b8 e8d7 g3g4 h8g8 g2h3 f8g7
351,W,value_resign,53,1.043822,1755,2026-09-04 06:34:53,e2e3 a7a5 f1b5 h7h5 g2g3 g7g5 d1h5 c7c6 h5f3 f7f5 h2h4 c6b5 f3d5 a5a4 h4g5 a4a3 h1h8 a8a7 e3e4 a3b2 c1b2 f5e4 g3g4 g8f6 b1c3 f6d5 c3d5 e8f7 f2f3 f8g7 h8d8 g7b2 d8c8 b2a1 c8c5 d7d6 c5b5 f7e6 d5b4 a7a2 b5b7 d6d5 b4a2 a1h8 b7b8 e6f7 c2c4 d5c4 d2d4 e4d3 e1d1 e7e5 a2c3
352,W,material_adjudication,70,1.105106,1760,2026-09-04 06:35:48,e2e3 a7a5 f1b5 h7h5 g2g3 c7c6 d2d4 c6b5 f2f3 d8b6 b1a3 h5h4 a3b5 b6c5 d4c5 h4h3 b2b3 a5a4 c1b2 g7g5 e3e4 a4b3 d1e2 b3a2 b2d4 f7f5 b5a7 a8a7 d4h8 b8c6 e4f5 c6b8 c2c3 a7a6 g1h3 f8h6 c5c6 g5g4 f3f4 g4h3 h1g1 b8c6 c3c4 c6b8 h8c3 h6f4 g3f4 d7d6 g1f1 c8f5 a1c1 a2a1q c1a1 a6a1 c3a1 d6d5 c4d5 g8f6 a1c3 f6d5 c3g7 e8f7 e2b2 d5f4 f1f4 f7g8 f4f5 e7e6 f5h5 b7b6
353,W,value_resign,63,1.012242,1765,2026-09-04 06:35:49,b2b3 b7b6 e2e4 a7a5 d2d3 d7d6 a2a3 c8h3 g2h3 a8a6 e1e2 c7c5 b1c3 h7h5 f1g2 b8d7 g2f3 h5h4 c1b2 d7b8 d1c1 g8f6 a3a4 f6g8 a1b1 f7f5 b1a1 f5e4 d3e4 b8c6 e2d1 c6d4 f3g2 d4b3 c2b3 d6d5 c3d5 d8b8 e4e5 a6a8 c1b1 e7e6 b1g6 e8d8 d5f6 g8e7 g6b1 g7f6 e5f6 e7f5 g1f3 b6b5 a4b5 f8d6 b2a3 b8b7 b1b2 b7f3 g2f3 a8b8 a1b1 h8g8 b1a1
354,W,value_resign,20,1.155146,1770,2026-09-04 06:36:28,h2h4 h7h5 e2e4 e7e5 a2a4 d7d6 b2b3 c8g4 a1a2 d8e7 d2d3 b8c6 c1g5 g4f5 b1a3 e8d7 g5e7 a8d8 e4f5 c6b4
355,B,material_adjudication,79,1.185922,1775,2026-09-04 06:39:02,g1f3 d7d6 c2c4 a7a5 a2a3 a8a7 f3g1 c7c6 d2d4 c8d7 f2f3 g8f6 d4d5 f6d5 c4d5 d8b6 c1e3 a7a6 e1f2 h8g8 d1d2 a5a4 h2h4 f7f5 e3b6 c6d5 a1a2 h7h6 b2b4 a4b3 a2a1 g7g6 d2d4 f8g7 b6c7 g7d4 f2e1 d4a1 h4h5 a6a4 c7b8 g6h5 b8c7 a1f6 e1f2 h5h4 g1h3 a4c4 a3a4 f5f4 h3f4 g8h8 f2g1 c4c7 h1h4 h8f8 h4h5 e8d8 g1h1 c7c4 b1d2 e7e6 d2b3 d8e8 f4g6 d7a4 f3f4 a4b3 e2e3 f8g8 h5f5 f6d4 e3d4 e6f5 f1d3 c4d4 d3c4 e8f7 c4d5
